gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;operator;department;monthly_cost_mad;total_cost_mad;plan;roaming_flag;data_usage_gb;quota_gb;over_quota_flag;anomaly_flag;risk_proba;risk_score_100;risk_level;future_cost_mad;future_cost_pred_mad;alert_flag;recommendation
Female;0;No;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);99.45;5623.7;0;Maroc Telecom;Finance;994.5;56237.0;XL;0;53.01;50;1;0;0.1125;11.2;Faible;1010.03;1044.46;1;Proposer forfait supérieur
Male;0;No;No;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20.35;695.85;0;Maroc Telecom;Direction;203.5;6958.5;M;0;6.56;12;0;0;0.0;0.0;Faible;219.19;202.54;0;RAS
Female;0;Yes;Yes;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.95;1028.75;0;Orange Maroc;IT;199.5;10287.5;M;0;9.06;12;0;0;0.005;0.5;Faible;168.32;198.68;0;RAS
Male;0;Yes;No;53;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);77.4;4155.95;0;Maroc Telecom;Commercial;774.0;41559.5;XL;0;39.66;50;0;0;0.035;3.5;Faible;773.63;773.85;0;RAS
Female;0;Yes;Yes;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.7;395.6;0;inwi;Commercial;197.0;3956.0;M;0;4.09;12;0;0;0.0275;2.8;Faible;208.4;196.02;0;RAS
Male;0;Yes;No;63;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);99.7;6330.4;0;Maroc Telecom;Finance;997.0;63304.0;XL;0;48.34;50;0;0;0.035;3.5;Faible;998.22;996.26;0;RAS
Female;0;No;No;40;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);74.8;2971.7;0;Maroc Telecom;Finance;748.0;29717.0;XL;1;39.54;50;0;0;0.13;13.0;Faible;792.54;824.15;0;RAS
Male;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19.15;638.0;0;Orange Maroc;Support;191.5;6380.0;M;0;8.29;12;0;0;0.0025;0.2;Faible;207.99;190.96;0;RAS
Male;0;Yes;Yes;26;Yes;No;Fiber optic;No;No;No;No;No;Yes;One year;No;Bank transfer (automatic);78.95;2034.25;0;Maroc Telecom;Support;789.5;20342.5;XL;0;34.01;50;0;0;0.1175;11.8;Faible;779.17;788.83;0;RAS
Male;1;Yes;No;27;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;95.55;2510.2;1;Orange Maroc;Finance;955.5;25102.0;XL;0;45.11;50;0;0;0.4875;48.8;Moyen;980.77;955.32;0;RAS
Male;0;No;Yes;53;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);62.85;3419.5;0;Orange Maroc;Commercial;628.5;34195.0;XL;0;27.39;50;0;0;0.025;2.5;Faible;625.35;627.47;0;RAS
Male;1;Yes;No;34;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);71.55;2427.35;0;inwi;IT;715.5;24273.5;XL;0;37.26;50;0;0;0.085;8.5;Faible;711.82;715.83;0;RAS
Female;1;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.95;1760.25;0;inwi;Finance;949.5;17602.5;XL;0;47.83;50;0;0;0.19;19.0;Faible;960.42;950.01;0;RAS
Male;0;Yes;No;43;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);86.1;3551.65;0;Orange Maroc;Commercial;861.0;35516.5;XL;1;38.37;50;0;0;0.0775;7.8;Faible;967.15;935.95;0;RAS
Male;0;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.55;122.9;0;Orange Maroc;IT;195.5;1229.0;M;1;4.86;12;0;0;0.0225;2.2;Faible;282.57;270.79;0;RAS
Male;0;No;Yes;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24.8;1424.2;0;inwi;Support;248.0;14242.0;M;0;10.23;12;0;0;0.005;0.5;Faible;256.57;246.87;0;RAS
Male;0;No;No;57;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;39.3;2111.45;1;Maroc Telecom;Support;393.0;21114.5;L;0;19.74;25;0;0;0.775;77.5;Élevé;374.62;392.36;1;Surveiller la ligne + analyser causes
Male;0;Yes;Yes;34;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;84.05;2909.95;0;Maroc Telecom;Direction;840.5;29099.5;XL;0;40.01;50;0;0;0.155;15.5;Faible;849.69;840.26;0;RAS
Female;0;No;No;10;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;36.25;374.0;0;Maroc Telecom;Commercial;362.5;3740.0;L;0;19.18;25;0;0;0.0475;4.8;Faible;337.1;363.02;0;RAS
Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.25;20.25;1;Maroc Telecom;Direction;202.5;202.5;M;1;11.07;12;0;0;0.805;80.5;Critique;315.64;278.9;1;Surveiller la ligne + analyser causes
Female;0;No;No;13;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;23.9;300.8;1;Orange Maroc;Commercial;239.0;3008.0;M;1;13.55;12;1;1;0.4625;46.2;Moyen;377.86;365.06;1;Vérifier roaming + limiter options
Male;0;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;98.6;5581.05;0;Orange Maroc;Commercial;986.0;55810.5;XL;0;45.06;50;0;0;0.09;9.0;Faible;966.33;984.94;0;RAS
Female;0;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);103.65;5676.65;0;Orange Maroc;Direction;1036.5;56766.5;XL;0;51.0;50;1;0;0.23;23.0;Moyen;1087.08;1085.85;1;Proposer forfait supérieur
Female;0;Yes;Yes;36;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);92.9;3379.25;0;Maroc Telecom;Commercial;929.0;33792.5;XL;0;49.68;50;0;0;0.0025;0.2;Faible;931.51;929.63;0;RAS
Male;0;Yes;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.9;942.95;0;Orange Maroc;IT;199.0;9429.5;M;0;7.93;12;0;0;0.0;0.0;Faible;189.21;198.08;0;RAS
Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20.1;232.4;0;Maroc Telecom;Support;201.0;2324.0;M;0;7.61;12;0;0;0.0575;5.8;Faible;203.13;200.75;0;RAS
Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;85.45;85.45;1;Orange Maroc;Direction;854.5;854.5;XL;1;41.26;50;0;0;0.9425;94.2;Critique;986.44;930.89;1;Surveiller la ligne + analyser causes
Male;1;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80.5;2088.45;0;Orange Maroc;Support;805.0;20884.5;XL;0;38.71;50;0;0;0.7125;71.2;Élevé;790.07;805.05;1;Surveiller la ligne + analyser causes
Female;0;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);99.9;6137.0;1;Maroc Telecom;Commercial;999.0;61370.0;XL;0;50.31;50;1;0;0.1775;17.8;Faible;1082.69;1048.38;1;Proposer forfait supérieur
Female;1;No;No;35;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;39.85;1434.6;0;Maroc Telecom;Commercial;398.5;14346.0;L;0;18.18;25;0;0;0.1925;19.2;Faible;384.78;398.01;0;RAS
Female;0;No;No;67;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);60.5;3870.0;0;Maroc Telecom;Direction;605.0;38700.0;XL;0;24.19;50;0;0;0.0125;1.2;Faible;612.23;603.32;0;RAS
Male;0;No;No;25;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84.8;2043.45;1;inwi;IT;848.0;20434.5;XL;0;45.96;50;0;0;0.8475;84.8;Critique;838.11;848.9;1;Surveiller la ligne + analyser causes
Male;0;No;No;21;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;103.85;2215.0;0;inwi;Commercial;1038.5;22150.0;XL;1;53.44;50;1;1;0.5625;56.2;Élevé;1192.08;1164.81;1;Proposer upgrade forfait + vérifier usage
Female;0;No;No;13;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);67.8;842.25;0;Orange Maroc;Finance;678.0;8422.5;XL;0;34.35;50;0;0;0.0425;4.2;Faible;680.37;678.59;0;RAS
Male;0;Yes;No;35;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75.2;2576.2;1;Maroc Telecom;Commercial;752.0;25762.0;XL;0;37.32;50;0;0;0.75;75.0;Élevé;771.8;752.02;1;Surveiller la ligne + analyser causes
Male;1;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24.85;1901.0;0;Maroc Telecom;Commercial;248.5;19010.0;M;0;11.46;12;0;0;0.0025;0.2;Faible;226.39;247.25;0;RAS
Female;0;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.35;601.6;0;Orange Maroc;IT;193.5;6016.0;M;0;7.28;12;0;0;0.055;5.5;Faible;218.99;192.9;0;RAS
Male;0;Yes;No;71;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Two year;No;Electronic check;49.35;3515.25;1;inwi;Finance;493.5;35152.5;L;0;19.04;25;0;0;0.695;69.5;Élevé;464.73;491.6;1;Surveiller la ligne + analyser causes
Male;1;Yes;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89.0;605.45;0;Maroc Telecom;Commercial;890.0;6054.5;XL;1;49.38;50;0;0;0.25;25.0;Moyen;943.93;967.35;0;RAS
Female;1;No;No;57;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;55.0;3094.05;0;Maroc Telecom;IT;550.0;30940.5;XL;0;27.56;50;0;0;0.4225;42.2;Moyen;550.91;549.56;0;RAS
Male;0;Yes;No;65;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);76.15;4929.55;0;Orange Maroc;Finance;761.5;49295.5;XL;0;33.24;50;0;0;0.0325;3.2;Faible;759.53;760.1;0;RAS
Male;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.3;595.05;0;Maroc Telecom;Support;203.0;5950.5;M;0;7.07;12;0;0;0.0025;0.2;Faible;203.54;202.33;0;RAS
Male;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.9;469.8;1;Maroc Telecom;Finance;749.0;4698.0;XL;0;38.36;50;0;0;0.8575;85.8;Critique;756.83;749.84;1;Surveiller la ligne + analyser causes
Female;1;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);117.35;8436.25;0;Maroc Telecom;Commercial;1173.5;84362.5;XL;0;59.53;50;1;0;0.0125;1.2;Faible;1225.39;1222.81;1;Proposer forfait supérieur
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.75;19.75;0;Orange Maroc;Direction;197.5;197.5;M;1;7.63;12;0;0;0.155;15.5;Faible;274.23;273.35;0;RAS
Male;0;No;No;11;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);45.2;492.0;0;inwi;Finance;452.0;4920.0;L;1;19.37;25;0;0;0.08;8.0;Faible;552.54;527.62;0;RAS
Male;0;Yes;Yes;39;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25.2;987.95;0;inwi;RH;252.0;9879.5;M;0;10.88;12;0;0;0.0;0.0;Faible;248.56;251.31;0;RAS
Female;1;No;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;89.75;5496.9;0;Orange Maroc;Commercial;897.5;54969.0;XL;0;39.09;50;0;0;0.055;5.5;Faible;898.9;896.1;0;RAS
Male;0;No;No;26;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);75.0;1908.35;0;Orange Maroc;Support;750.0;19083.5;XL;1;36.07;50;0;0;0.065;6.5;Faible;843.31;825.84;0;RAS
Male;1;No;No;2;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;49.95;107.1;0;Maroc Telecom;Direction;499.5;1071.0;L;0;23.58;25;0;0;0.5325;53.2;Élevé;517.3;499.8;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);65.7;4575.35;0;Orange Maroc;Direction;657.0;45753.5;XL;1;37.43;50;0;0;0.0025;0.2;Faible;706.58;732.86;0;RAS
Male;0;Yes;No;65;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;One year;No;Credit card (automatic);67.05;4309.55;0;Maroc Telecom;Support;670.5;43095.5;XL;0;32.17;50;0;0;0.06;6.0;Faible;655.12;669.67;0;RAS
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);110.9;7922.75;0;Orange Maroc;Finance;1109.0;79227.5;XL;0;56.21;50;1;0;0.0075;0.8;Faible;1172.83;1158.28;1;Proposer forfait supérieur
Male;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);87.95;522.35;0;Maroc Telecom;IT;879.5;5223.5;XL;1;48.77;50;0;0;0.5325;53.2;Élevé;957.54;956.86;1;Surveiller la ligne + analyser causes
Male;1;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19.8;587.7;0;Maroc Telecom;RH;198.0;5877.0;M;0;6.7;12;0;0;0.0;0.0;Faible;224.51;197.2;0;RAS
Female;0;Yes;No;50;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);75.7;3876.2;0;Maroc Telecom;IT;757.0;38762.0;XL;0;35.98;50;0;0;0.0125;1.2;Faible;768.89;756.43;0;RAS
Male;0;Yes;No;61;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;62.15;3778.85;0;Maroc Telecom;Support;621.5;37788.5;XL;0;29.46;50;0;0;0.0025;0.2;Faible;612.09;620.71;0;RAS
Female;0;No;No;15;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101.25;1457.25;1;Maroc Telecom;Commercial;1012.5;14572.5;XL;1;45.6;50;0;0;0.81;81.0;Critique;1051.77;1088.02;1;Surveiller la ligne + analyser causes
Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);115.15;8349.45;0;Maroc Telecom;IT;1151.5;83494.5;XL;0;56.79;50;1;0;0.015;1.5;Faible;1154.96;1200.52;1;Proposer forfait supérieur
Male;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;18.95;185.6;1;inwi;Support;189.5;1856.0;M;0;12.97;12;1;0;0.0575;5.8;Faible;248.23;240.12;1;Proposer forfait supérieur
Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.5;19.5;0;Maroc Telecom;Finance;195.0;195.0;M;0;12.29;12;1;0;0.0975;9.8;Faible;219.54;245.63;1;Proposer forfait supérieur
Female;0;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86.55;1066.9;0;Orange Maroc;RH;865.5;10669.0;XL;0;46.82;50;0;0;0.2275;22.8;Moyen;857.63;866.68;0;RAS
Female;0;No;No;37;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);28.6;973.55;1;inwi;Commercial;286.0;9735.5;M;0;12.4;12;1;0;0.7075;70.8;Élevé;303.99;335.13;1;Proposer upgrade forfait + vérifier usage
Male;0;Yes;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.4;1226.45;0;inwi;RH;204.0;12264.5;M;0;6.81;12;0;0;0.0;0.0;Faible;227.06;202.55;0;RAS
Male;0;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.8;342.3;0;Orange Maroc;RH;198.0;3423.0;M;1;16.67;12;1;1;0.0225;2.2;Faible;306.81;324.82;1;Vérifier roaming + limiter options
Male;0;No;Yes;21;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45.65;985.05;0;inwi;IT;456.5;9850.5;L;0;23.47;25;0;0;0.035;3.5;Faible;437.47;456.73;0;RAS
Male;0;Yes;Yes;68;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;56.4;3948.45;0;Maroc Telecom;RH;564.0;39484.5;XL;0;23.36;50;0;0;0.0;0.0;Faible;599.8;562.5;0;RAS
Male;1;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73.3;828.05;0;Maroc Telecom;Support;733.0;8280.5;XL;0;44.33;50;0;0;0.1375;13.8;Faible;747.76;734.86;0;RAS
Female;1;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;24.35;41.85;1;Maroc Telecom;Direction;243.5;418.5;M;0;11.91;12;0;0;0.775;77.5;Élevé;248.09;243.85;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101.35;6164.7;0;Orange Maroc;RH;1013.5;61647.0;XL;0;41.83;50;0;0;0.19;19.0;Faible;1013.43;1011.54;0;RAS
Female;1;No;No;29;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;98.65;2862.75;1;Orange Maroc;RH;986.5;28627.5;XL;1;53.69;50;1;1;0.8175;81.8;Critique;1160.16;1113.11;1;Proposer upgrade forfait + vérifier usage
Male;0;No;Yes;1;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;33.6;33.6;0;Maroc Telecom;Support;336.0;336.0;L;0;9.87;25;0;0;0.145;14.5;Faible;316.85;335.35;0;RAS
Male;1;Yes;No;5;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79.9;343.95;1;Maroc Telecom;Direction;799.0;3439.5;XL;1;40.82;50;0;0;0.9025;90.2;Critique;894.82;875.69;1;Surveiller la ligne + analyser causes
Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20.7;20.7;0;Orange Maroc;Finance;207.0;207.0;M;0;12.88;12;1;0;0.285;28.5;Moyen;245.7;257.64;1;Proposer forfait supérieur
Male;0;No;Yes;62;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;104.05;6590.5;0;Maroc Telecom;RH;1040.5;65905.0;XL;0;54.07;50;1;0;0.22;22.0;Moyen;1062.12;1090.19;1;Proposer forfait supérieur
Female;0;Yes;Yes;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.25;717.95;0;Orange Maroc;Support;202.5;7179.5;M;0;14.79;12;1;0;0.0075;0.8;Faible;210.41;252.75;1;Proposer forfait supérieur
Female;1;No;No;28;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;103.3;2890.65;1;Orange Maroc;Commercial;1033.0;28906.5;XL;0;54.7;50;1;0;0.875;87.5;Critique;1092.26;1083.59;1;Proposer upgrade forfait + vérifier usage
Female;0;Yes;Yes;69;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Credit card (automatic);73.7;4885.85;0;Orange Maroc;IT;737.0;48858.5;XL;0;42.42;50;0;0;0.0075;0.8;Faible;748.63;737.28;0;RAS
Female;0;Yes;No;11;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);96.2;1222.05;1;inwi;Commercial;962.0;12220.5;XL;1;47.82;50;0;0;0.845;84.5;Critique;1089.86;1038.4;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;108.75;6871.7;0;inwi;Finance;1087.5;68717.0;XL;0;53.13;50;1;0;0.13;13.0;Faible;1112.69;1136.62;1;Proposer forfait supérieur
Male;0;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20.15;405.6;0;Orange Maroc;Commercial;201.5;4056.0;M;1;9.04;12;0;0;0.0125;1.2;Faible;234.15;277.09;0;RAS
Male;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.75;208.25;0;Orange Maroc;Commercial;197.5;2082.5;M;0;14.0;12;1;0;0.1225;12.2;Faible;208.88;248.21;1;Proposer forfait supérieur
Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25.95;1801.9;0;Orange Maroc;Support;259.5;18019.0;M;0;11.06;12;0;0;0.01;1.0;Faible;278.79;258.1;0;RAS
Female;1;No;No;45;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;70.05;3062.45;0;Maroc Telecom;Commercial;700.5;30624.5;XL;1;37.57;50;0;0;0.0475;4.8;Faible;733.66;776.6;0;RAS
Female;0;Yes;Yes;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24.05;1764.75;0;Maroc Telecom;Finance;240.5;17647.5;M;1;9.45;12;0;1;0.0025;0.2;Faible;288.85;314.83;1;Vérifier roaming + limiter options
Female;0;No;Yes;22;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84.75;1816.75;0;Maroc Telecom;Finance;847.5;18167.5;XL;0;39.85;50;0;0;0.155;15.5;Faible;832.18;847.43;0;RAS
Female;0;Yes;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23.05;1255.1;0;Maroc Telecom;Support;230.5;12551.0;M;0;15.08;12;1;0;0.005;0.5;Faible;247.36;280.22;1;Proposer forfait supérieur
Male;0;Yes;No;55;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;104.15;5743.05;1;Orange Maroc;IT;1041.5;57430.5;XL;0;53.38;50;1;0;0.7875;78.8;Élevé;1093.45;1091.22;1;Proposer upgrade forfait + vérifier usage
Female;0;No;No;65;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);59.95;3921.1;0;inwi;RH;599.5;39211.0;XL;1;23.5;50;0;0;0.01;1.0;Faible;677.57;673.62;0;RAS
Female;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19.55;1463.45;0;Maroc Telecom;Finance;195.5;14634.5;M;0;7.21;12;0;0;0.0025;0.2;Faible;197.95;193.95;0;RAS
Male;0;Yes;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.6;189.45;0;Maroc Telecom;Support;196.0;1894.5;M;0;2.09;12;0;0;0.025;2.5;Faible;188.73;194.9;0;RAS
Female;0;No;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.05;96.8;0;inwi;Commercial;200.5;968.0;M;1;8.9;12;0;0;0.0125;1.2;Faible;320.85;276.42;0;RAS
Male;1;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;85.55;408.5;0;Maroc Telecom;RH;855.5;4085.0;XL;0;41.95;50;0;0;0.2875;28.7;Moyen;831.81;856.09;0;RAS
Female;0;Yes;Yes;24;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);78.6;1846.65;0;Orange Maroc;RH;786.0;18466.5;XL;0;37.88;50;0;0;0.015;1.5;Faible;804.17;786.06;0;RAS
Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);116.8;8456.75;0;Orange Maroc;Support;1168.0;84567.5;XL;0;62.02;50;1;0;0.005;0.5;Faible;1274.03;1217.77;1;Proposer forfait supérieur
Male;0;No;No;21;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;43.55;1011.5;0;Orange Maroc;Commercial;435.5;10115.0;L;0;23.01;25;0;0;0.1425;14.2;Faible;444.21;435.83;0;RAS
Male;0;Yes;No;69;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);60.8;4263.4;0;Maroc Telecom;Support;608.0;42634.0;XL;0;37.8;50;0;0;0.0375;3.8;Faible;590.56;608.56;0;RAS
Male;0;Yes;Yes;44;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);54.9;2549.1;0;Maroc Telecom;Support;549.0;25491.0;XL;0;29.05;50;0;0;0.055;5.5;Faible;571.87;549.1;0;RAS
